Country Name,Country Code,Series Name,Series Code,2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.0600004196167,7.21000003814697,6.1100001335144,5.6100001335144,5.15000009536743,4.46999979019165,4.34000015258789,4.05000019073486,4.51000022888184,4.30000019073486,3.77999997138977,4.3899998664856,3.58999991416931,4.25,3.82999992370605
Indonesia,IDN,Trade (% of GDP),NE.TRD.GNFS.ZS,54.8292499782075,58.5613996312961,45.5121213687054,46.7012738758737,50.1800131841104,49.5828982992627,48.6373726752893,48.0801755855227,41.9376402415294,37.4213418023318,39.3554970704606,43.0743089551995,37.6277775357108,32.9755955724898,40.4227677321606
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.05859935733267,6.01378975903386,5.0451247936724,5.57178818849806,6.46437912291931,6.52145878055326,6.0136056584178,6.0610593589202,6.55263987878382,7.11347821325363,6.59024999794057,7.31941263014136,7.88191515117722,3.44802145482763,6.93867508910159
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,552.338934530705,630.108979202923,698.521026204513,776.859576940281,856.381586098739,876.817545058129,973.773392636423,1108.51509983546,1236.00506049059,1659.96160523559,1815.6094264579,1963.41185467584,2122.07885124799,2233.30552399269,2457.92487986361
Bangladesh,BGD,"Population, total",SP.POP.TOTL,144135934,145421318,146706810,148391139,150211005,152090649,154030139,155961299,157830000,159784568,161793964,163683958,165516222,167420951,169356251
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,1.05111719423699,0.887833017097369,0.880093475599957,1.1415513368569,1.21893869127295,1.24357124646827,1.26715729721878,1.24596020808779,1.19106112723824,1.23079535447054,1.24972406577957,1.16137846270492,1.1131724900167,1.14420974001656,1.14931847631384
Bangladesh,BGD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.10698496905385,8.90194489465155,5.42347236174678,8.12667639169919,11.3951651552399,6.21750422069283,7.53040640913171,6.99163889220854,6.19428022984988,5.5135257269299,5.70207015717245,5.5436213948647,5.59199639930633,5.6910747474621,5.54565430773474
Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.09200000762939,4.5479998588562,5,3.38000011444092,3.75,4.09899997711182,4.42999982833862,4.39300012588501,4.37099981307983,4.34999990463257,4.36999988555908,4.38000011444092,4.38199996948242,5.20900011062622,5.09700012207031
Bangladesh,BGD,Trade (% of GDP),NE.TRD.GNFS.ZS,39.9423826531735,42.6209140325589,40.092796223023,37.8028426708321,47.4208498356898,48.1109227476789,46.2964027239758,44.5140801968096,42.0859963070382,31.3341501346142,29.9997306724343,32.5146317240884,31.5780512814675,26.2714465475855,27.7240047036631
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.51929155018938,4.34448730509183,1.44832306275669,7.33449996034538,3.85823282795663,6.89695171050985,6.75053130142255,6.34798748260867,6.34830971672761,7.14945675000752,6.9309883258402,6.34148557153473,6.11852566234006,-9.51829474069903,5.70315596840621
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,1741.60317179619,1990.35559000084,1893.28116413571,2201.77507099684,2431.20203745534,2671.77720537356,2847.5669365201,2935.92555618062,2974.29953130009,3038.1497339217,3077.43564004791,3194.67452128933,3413.84792378255,3224.42255131214,3460.53096344408
Philippines,PHL,"Population, total",SP.POP.TOTL,89561377,91252326,92946951,94636700,96337913,98032317,99700107,101325201,103031365,104875266,106738501,108568836,110380804,112190977,113880328
Philippines,PHL,Population growth (annual %),SP.POP.GROW,1.87034863111627,1.87043157688419,1.84004284987183,1.80164390376145,1.78165880217122,1.74352515093364,1.68695605708093,1.6168406041295,1.66983002094225,1.77382446993613,1.76102262001195,1.70024776555145,1.65518369204871,1.62663290469171,1.49455716704944
Philippines,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.90000000000002,8.26044703595726,4.21903052064627,3.7898363479759,4.71841704718416,3.02696391124798,2.58268766141797,3.5978234386421,0.674192536845387,1.25369880080986,2.85318772590939,5.30934661627714,2.39206534422402,2.39316239316241,3.92718022100326
Philippines,PHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.4300000667572,3.72000002861023,3.85999989509583,3.60999989509583,3.58999991416931,3.5,3.5,3.59999990463257,3.0699999332428,2.70000004768372,2.54999995231628,2.33999991416931,2.24000000953674,2.51999998092651,2.63199996948242
Philippines,PHL,Trade (% of GDP),NE.TRD.GNFS.ZS,73.6449799920629,67.6810707730401,60.8865907869758,66.1042785137797,60.7958366999075,57.8420055133082,55.8247812320298,57.4681720875945,59.1415921053094,61.7760657653871,68.1683697426727,72.1633982990273,68.8418422595763,58.1695603017999,63.5015709450428
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,14.2308609332879,9.65067891934387,9.39872563258297,10.6358710645426,9.55083217886425,7.86373644864966,7.76615009763002,7.42576365632598,7.04132887877194,6.84876220493844,6.94720079330668,6.74977383254181,5.9505007536746,2.23970185692298,8.1097925807738
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,2693.97006340526,3468.30460207434,3832.23643246702,4550.4531077571,5614.35213522574,6300.61511825789,7020.33848453658,7636.11660125265,8016.43143498352,8094.36336674652,8816.98690451883,9905.34200388822,10143.8381955585,10408.6697561349,12556.3331200058
China,CHN,"Population, total",SP.POP.TOTL,1317885000,1324655000,1331260000,1337705000,1345035000,1354190000,1363240000,1371860000,1379860000,1387790000,1396215000,1402760000,1407745000,1411100000,1412360000
China,CHN,Population growth (annual %),SP.POP.GROW,0.522271866392275,0.51238693163744,0.497381400884935,0.482959688678361,0.546457594880274,0.678345458846803,0.666072977690069,0.630326389541893,0.581456146657648,0.573050906069647,0.605245013482969,0.467672053461959,0.354740890170827,0.238040870229883,0.0892522000412526
China,CHN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.81676767378831,5.92525137041095,-0.728165250932952,3.17532475269199,5.55389892257492,2.61952432645544,2.62105001748115,1.92164162788521,1.43702380935655,2.00000182191941,1.59313600071434,2.07479039965578,2.89923416358227,2.4194218945778,0.981015135544851
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.34999990463257,4.59000015258789,4.71999979019165,4.53000020980835,4.55000019073486,4.57999992370605,4.59999990463257,4.63000011444092,4.65000009536743,4.55999994277954,4.46999979019165,4.30999994277954,4.55999994277954,5,4.55000019073486
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,62.1933634767067,57.6127153433256,45.1848703785545,50.7170776627367,50.740904586359,48.2675223673812,46.7443755773118,44.9052159543502,39.4641693352447,36.8944150170311,37.6324132404996,37.5657841020956,35.8900960342649,34.7542957760482,37.4689582368945
