Country Code,Series Name,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 
UGA,GDP growth (annual %),8.41,8.71,6.8,5.64,9.39,3.84,3.59,5.11,5.19,4.78,3.13,6.3,6.44,2.95,3.54
UGA,GDP per capita (current US$),401.71,473.3,799.93,824.74,837.1,796.71,819.76,897.51,864.18,753.68,766.18,793.13,823.14,846.77,883.89
UGA,"Population, total",29629804.0,30509862.0,31412520.0,32341728.0,33295738.0,34273295.0,35273570.0,36336539.0,37477356.0,38748299.0,40127085.0,41515395.0,42949080.0,44404611.0,45853778.0
UGA,Population growth (annual %),2.93,2.93,2.92,2.92,2.91,2.89,2.88,2.97,3.09,3.33,3.5,3.4,3.4,3.33,3.21
UGA,"Inflation, consumer prices (annual %)",6.14,12.05,13.02,3.98,16.56,12.68,4.91,3.08,5.59,5.71,5.21,2.62,2.87,3.31,2.2
UGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.72,3.14,3.6,3.59,3.49,3.55,1.91,2.32,2.75,3.18,3.64,3.57,3.55,4.51,4.3
UGA,Trade (% of GDP),46.78,56.26,47.06,38.27,39.76,43.5,43.11,36.01,37.69,31.21,36.84,36.64,39.36,37.0,41.71
