Country Code,Series Name,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 
PAK,GDP growth (annual %),4.83,1.7,2.83,1.61,2.75,3.51,4.4,4.67,4.73,5.53,4.43,6.15,2.5,-1.27,6.49
PAK,GDP per capita (current US$),837.63,914.73,884.44,911.09,1075.45,1109.68,1126.04,1173.39,1282.44,1468.82,1567.64,1620.74,1437.17,1322.32,1505.01
PAK,"Population, total",181924521.0,185931955.0,190123222.0,194454498.0,198602738.0,202205861.0,205337562.0,208251628.0,210969298.0,213524840.0,216379655.0,219731479.0,223293280.0,227196741.0,231402117.0
PAK,Population growth (annual %),2.14,2.18,2.23,2.25,2.11,1.8,1.54,1.41,1.3,1.2,1.33,1.54,1.61,1.73,1.83
PAK,"Inflation, consumer prices (annual %)",7.6,20.29,13.65,12.94,11.92,9.68,7.69,7.19,2.53,3.77,4.09,5.08,10.58,9.74,9.5
PAK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.4,0.42,0.54,0.65,0.8,1.86,2.95,1.83,3.57,3.76,3.91,4.08,4.83,6.55,6.34
PAK,Trade (% of GDP),32.99,35.59,32.07,32.87,32.94,32.81,33.33,30.9,27.65,24.7,25.47,27.63,28.91,26.72,27.05
