Country Code,Series Name,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 
COM,GDP growth (annual %),0.8,3.96,3.24,3.78,4.14,3.17,4.47,2.10665758942474,1.14735076108914,3.32044656240026,3.81576287682401,3.6424511379732,1.76078023923176,-0.195556827149787,2.11219557695527
COM,GDP per capita (current US$),1289.79,1454.65,1409.11,1384.06,1526.83,1483.95,1595.99,1608.68786375537,1322.93669549676,1357.26626338776,1414.586566491,1531.33797185868,1510.79735809965,1519.58682298786,1577.47102705052
COM,"Population, total",616899.0,629470.0,642493.0,656024.0,670071.0,684553.0,699393.0,714612,730216,746232,761664,776313,790986,806166,821625
COM,Population growth (annual %),2.0,2.02,2.05,2.08,2.12,2.14,2.14,2.15269220591586,2.16006427268952,2.1696163026429,2.04689697470843,1.90502758147562,1.87244791212477,1.90094081397491,1.89944099480128
COM,"Inflation, consumer prices (annual %)",4.47,1.7,4.36,3.35,1.84,6.31,-4.29,..,..,..,..,..,..,..,..
COM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.66,5.97,6.34,6.69,7.04,7.41,7.74,8.14,8.14,8.082,8.056,8.043,8.063,9.032,8.979
COM,Trade (% of GDP),33.16,36.22,37.9,39.55,40.0,40.81,39.24,39.2358231954392,37.8049520714563,37.1328797158337,40.164358921352,42.996153341343,42.2680785350184,33.7299346157491,42.2777287262853
