Country Code,Series Name,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 
SGP,GDP (current US$),180941941477.01,193611986712.84,194152286008.94,239809387605.43,279351168707.27,295087220933.02,307576360584.99,314851156183.41,308004146057.61,318832428519.72,343193352161.63,376998146500.59,375472731271.08,345295933898.67,396986899888.35
SGP,GDP per capita growth (annual %),4.57,-3.42,-2.85,12.51,4.02,1.9,3.13,2.59,1.76,2.23,4.57,3.18,-0.05,-3.84,12.2
SGP,"Population, total",4588599.0,4839396.0,4987573.0,5076732.0,5183688.0,5312437.0,5399162.0,5469724.0,5535002.0,5607283.0,5612253.0,5638676.0,5703569.0,5685807.0,5453566.0
SGP,Population growth (annual %),4.17,5.32,3.02,1.77,2.08,2.45,1.62,1.3,1.19,1.3,0.09,0.47,1.14,-0.31,-4.17
SGP,"Inflation, consumer prices (annual %)",2.1,6.63,0.6,2.82,5.25,4.58,2.36,1.03,-0.52,-0.53,0.58,0.44,0.57,-0.18,2.3
SGP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.9,3.96,5.86,4.12,3.89,3.72,3.86,3.74,3.79,4.08,4.2,3.64,3.1,4.1,3.54
SGP,Trade (% of GDP),394.29,437.33,358.19,369.69,379.1,369.21,367.04,360.47,329.47,303.33,316.39,324.32,321.81,331.73,338.31
