Country Code,Series Name,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 
AUS,GDP growth (annual %),3.78,3.57,1.87,2.21,2.39,3.9,2.58,2.58,2.15,2.73,2.28,2.88,2.17,-0.05,2.24
AUS,GDP per capita (current US$),41023.75,49679.18,42810.33,52134.31,62596.43,68044.71,68158.58,62513.41,56710.45,49875.57,53936.14,57207.87,54941.43,51720.37,60443.11
AUS,"Population, total",20827622.0,21249199.0,21691653.0,22031750.0,22340024.0,22733465.0,23128129.0,23475686.0,23815995.0,24190907.0,24594202.0,24966643.0,25340217.0,25655289.0,25688079.0
AUS,Population growth (annual %),1.82,2.0,2.06,1.56,1.39,1.75,1.72,1.49,1.44,1.56,1.65,1.5,1.49,1.24,0.13
AUS,"Inflation, consumer prices (annual %)",2.33,4.35,1.77,2.92,3.3,1.76,2.45,2.49,1.51,1.28,1.95,1.91,1.61,0.85,2.86
AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.38,4.23,5.56,5.21,5.08,5.22,5.66,6.08,6.05,5.71,5.59,5.3,5.16,6.46,5.12
AUS,Trade (% of GDP),42.04,42.86,45.75,40.52,41.84,43.17,41.27,42.47,41.62,40.82,41.95,43.39,45.83,44.23,39.87
