Country Code,Series Name,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 
PHL,GDP growth (annual %),6.52,4.34,1.45,7.33,3.86,6.9,6.75,6.35,6.35,7.15,6.93,6.34,6.12,-9.52,5.7
PHL,GDP per capita (current US$),1741.6,1990.36,1893.28,2201.78,2431.2,2671.78,2847.57,2935.93,2974.3,3038.15,3077.44,3194.67,3413.85,3224.42,3460.53
PHL,"Population, total",89561377.0,91252326.0,92946951.0,94636700.0,96337913.0,98032317.0,99700107.0,101325201.0,103031365.0,104875266.0,106738501.0,108568836.0,110380804.0,112190977.0,113880328.0
PHL,Population growth (annual %),1.87,1.87,1.84,1.8,1.78,1.74,1.69,1.62,1.67,1.77,1.76,1.7,1.66,1.63,1.49
PHL,"Inflation, consumer prices (annual %)",2.9,8.26,4.22,3.79,4.72,3.03,2.58,3.6,0.67,1.25,2.85,5.31,2.39,2.39,3.93
PHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.43,3.72,3.86,3.61,3.59,3.5,3.5,3.6,3.07,2.7,2.55,2.34,2.24,2.52,2.63
PHL,Trade (% of GDP),73.64,67.68,60.89,66.1,60.8,57.84,55.82,57.47,59.14,61.78,68.17,72.16,68.84,58.17,63.5
